fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
publicart_3-0-0 ns2:intakes_common conditionCheckDate,publicart_3-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.conditionCheckDate,Condition Check Information,"",Condition check date,"",conditionCheckDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:intakes_common conditionCheckReferenceNumber,publicart_3-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.conditionCheckReferenceNumber,Condition Check Information,"",Condition check reference number,"",conditionCheckReferenceNumber,string,n,n,n/a,"",""
publicart_3-0-0 ns2:intakes_common conditionCheckNote,publicart_3-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.conditionCheckNote,Condition Check Information,"",Condition check note,"",conditionCheckNote,string,n,n,n/a,"",""
publicart_3-0-0 ns2:loansin_common loanInNumber,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanInNumber,Loan In Information,"",Loan in number,"",loanInNumber,string,y,n,n/a,"",""
publicart_3-0-0 ns2:loansin_common loanPurpose,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanPurpose,Loan In Information,"",Loan purpose,"",loanPurpose,string,n,n,n/a,option list: loanPurposes,"analysis, conservationotherrequestedservices, exhibition, longtermcollectionsmanagementandstorage, photography, research, scientificorexhibitpreparation"
publicart_3-0-0 ns2:loansin_common loanGroup,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanGroup,Loan In Information,Loan status,Loan status group,loanStatusGroupList > loanStatusGroup,loanGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,""
publicart_3-0-0 ns2:loansin_common loanIndividual,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanIndividual,Loan In Information,Loan status,Loan status individual,loanStatusGroupList > loanStatusGroup,loanIndividual,string,n,n,y,authority: person/local; authority: person/shared,""
publicart_3-0-0 ns2:loansin_common loanStatus,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanStatus,Loan In Information,Loan status,Loan status,loanStatusGroupList > loanStatusGroup,loanStatus,string,n,n,y,vocabulary: loanoutstatus,""
publicart_3-0-0 ns2:loansin_common loanStatusDate,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanStatusDate,Loan In Information,Loan status,Loan status date,loanStatusGroupList > loanStatusGroup,loanStatusDate,date,n,n,y,"",""
publicart_3-0-0 ns2:loansin_common loanStatusNote,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanStatusNote,Loan In Information,Loan status,Loan status note,loanStatusGroupList > loanStatusGroup,loanStatusNote,string,n,n,y,"",""
publicart_3-0-0 ns2:loansin_common lender,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.lender,Loan In Information,Lender,Lender name,lenderGroupList > lenderGroup,lender,string,n,n,y,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,""
publicart_3-0-0 ns2:loansin_common lendersContact,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.lendersContact,Loan In Information,Lender,Lender contact,lenderGroupList > lenderGroup,lendersContact,string,n,n,y,authority: person/local; authority: person/shared,""
publicart_3-0-0 ns2:loansin_common lendersAuthorizationDate,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.lendersAuthorizationDate,Loan In Information,Lender,Lender authorization date,lenderGroupList > lenderGroup,lendersAuthorizationDate,date,n,n,y,"",""
publicart_3-0-0 ns2:loansin_common loanInConditions,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanInConditions,Loan In Information,"",Conditions of loan,"",loanInConditions,string,n,n,n/a,"",""
publicart_3-0-0 ns2:loansin_common loanInNote,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanInNote,Loan In Information,"",Note,"",loanInNote,string,n,n,n/a,"",""
publicart_3-0-0 ns2:loansin_common loanInDate,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanInDate,Loan In Information,"",Loan in date,"",loanInDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:loansin_common loanReturnDate,publicart_3-0-0,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanReturnDate,Loan In Information,"",Loan return date,"",loanReturnDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common loanOutNumber,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutNumber,Loan Out Information,"",Loan out number,"",loanOutNumber,string,y,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common loanPurpose,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanPurpose,Loan Out Information,"",Loan purpose,"",loanPurpose,string,n,n,n/a,option list: loanPurposes,"analysis, conservationotherrequestedservices, exhibition, longtermcollectionsmanagementandstorage, photography, research, scientificorexhibitpreparation"
publicart_3-0-0 ns2:loansout_common lendersAuthorizer,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.lendersAuthorizer,Loan Out Information,Lender,Lender authorizer,"",lendersAuthorizer,string,n,n,n/a,authority: person/local; authority: person/shared,""
publicart_3-0-0 ns2:loansout_common lendersContact,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.lendersContact,Loan Out Information,Lender,Lender contact,"",lendersContact,string,n,n,n/a,authority: person/local; authority: person/shared,""
publicart_3-0-0 ns2:loansout_common lendersAuthorizationDate,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.lendersAuthorizationDate,Loan Out Information,Lender,Lender authorization date,"",lendersAuthorizationDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common borrower,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrower,Loan Out Information,Borrower,Borrower name,"",borrower,string,n,n,n/a,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,""
publicart_3-0-0 ns2:loansout_common borrowersContact,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrowersContact,Loan Out Information,Borrower,Borrower contact,"",borrowersContact,string,n,n,n/a,authority: person/local; authority: person/shared,""
publicart_3-0-0 ns2:loansout_common borrowersAuthorizer,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrowersAuthorizer,Loan Out Information,Borrower,Borrower authorizer,"",borrowersAuthorizer,string,n,n,n/a,authority: person/local; authority: person/shared,""
publicart_3-0-0 ns2:loansout_common borrowersAuthorizationDate,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrowersAuthorizationDate,Loan Out Information,Borrower,Borrower authorization date,"",borrowersAuthorizationDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common specialConditionsOfLoan,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.specialConditionsOfLoan,Loan Out Information,"",Conditions of loan,"",specialConditionsOfLoan,string,n,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common loanOutNote,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutNote,Loan Out Information,"",Note,"",loanOutNote,string,n,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common loanGroup,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanGroup,Loan Out Information,Loan status,Loan status group,loanStatusGroupList > loanStatusGroup,loanGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,""
publicart_3-0-0 ns2:loansout_common loanIndividual,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanIndividual,Loan Out Information,Loan status,Loan status individual,loanStatusGroupList > loanStatusGroup,loanIndividual,string,n,n,y,authority: person/local; authority: person/shared,""
publicart_3-0-0 ns2:loansout_common loanStatus,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatus,Loan Out Information,Loan status,Loan status,loanStatusGroupList > loanStatusGroup,loanStatus,string,n,n,y,vocabulary: loanoutstatus,""
publicart_3-0-0 ns2:loansout_common loanStatusDate,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatusDate,Loan Out Information,Loan status,Loan status date,loanStatusGroupList > loanStatusGroup,loanStatusDate,date,n,n,y,"",""
publicart_3-0-0 ns2:loansout_common loanStatusNote,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatusNote,Loan Out Information,Loan status,Loan status note,loanStatusGroupList > loanStatusGroup,loanStatusNote,string,n,n,y,"",""
publicart_3-0-0 ns2:loansout_common loanOutDate,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutDate,Loan Out Information,"",Loan out date,"",loanOutDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common loanReturnDate,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanReturnDate,Loan Out Information,"",Loan return date,"",loanReturnDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:loansout_common loanRenewalApplicationDate,publicart_3-0-0,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanRenewalApplicationDate,Loan Out Information,"",Loan renewal application date,"",loanRenewalApplicationDate,date,n,n,n/a,"",""
publicart_3-0-0 ns2:locations_common termDisplayName,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termDisplayName,Storage Location Information,Term,Term display name,locTermGroupList > locTermGroup,termDisplayName,string,y,n,y,"",""
publicart_3-0-0 ns2:locations_common termName,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termName,Storage Location Information,Term,Term name,locTermGroupList > locTermGroup,termName,string,n,n,y,"",""
publicart_3-0-0 ns2:locations_common termQualifier,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termQualifier,Storage Location Information,Term,Term qualifier,locTermGroupList > locTermGroup,termQualifier,string,n,n,y,"",""
publicart_3-0-0 ns2:locations_common termStatus,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termStatus,Storage Location Information,Term,Term status,locTermGroupList > locTermGroup,termStatus,string,n,n,y,option list: locationTermStatuses,"accepted, provisional, rejected, under review"
publicart_3-0-0 ns2:locations_common termType,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termType,Storage Location Information,Term,Term type,locTermGroupList > locTermGroup,termType,string,n,n,y,option list: locationTermTypes,"alternate descriptor, descriptor, used for term"
publicart_3-0-0 ns2:locations_common termFlag,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termFlag,Storage Location Information,Term,Term flag,locTermGroupList > locTermGroup,termFlag,string,n,n,y,vocabulary: locationtermflag,""
publicart_3-0-0 ns2:locations_common termLanguage,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termLanguage,Storage Location Information,Term,Term language,locTermGroupList > locTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
publicart_3-0-0 ns2:locations_common termPrefForLang,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termPrefForLang,Storage Location Information,Term,Term preferred for lang,locTermGroupList > locTermGroup,termPrefForLang,boolean,n,n,y,"",""
publicart_3-0-0 ns2:locations_common termSource,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termSource,Storage Location Information,Term > Source,Term source name,locTermGroupList > locTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
publicart_3-0-0 ns2:locations_common termSourceDetail,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceDetail,Storage Location Information,Term > Source,Term source detail,locTermGroupList > locTermGroup,termSourceDetail,string,n,n,y,"",""
publicart_3-0-0 ns2:locations_common termSourceID,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceID,Storage Location Information,Term > Source,Term source ID,locTermGroupList > locTermGroup,termSourceID,string,n,n,y,"",""
publicart_3-0-0 ns2:locations_common termSourceNote,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceNote,Storage Location Information,Term > Source,Term source note,locTermGroupList > locTermGroup,termSourceNote,string,n,n,y,"",""
publicart_3-0-0 ns2:locations_common locationType,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.locationType,Storage Location Information,"",Storage location type,"",locationType,string,n,n,n/a,vocabulary: locationtype,""
publicart_3-0-0 ns2:locations_common securityNote,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.securityNote,Storage Location Information,"",Security note,"",securityNote,string,n,n,n/a,"",""
publicart_3-0-0 ns2:locations_common accessNote,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.accessNote,Storage Location Information,"",Access note,"",accessNote,string,n,n,n/a,"",""
publicart_3-0-0 ns2:locations_common conditionNote,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,"",Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
publicart_3-0-0 ns2:locations_common conditionNoteDate,publicart_3-0-0,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,"",Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
publicart_3-0-0 ns2:locations_publicart addressPlace1,publicart_3-0-0,location,ns2:locations_publicart,ext.address,ext.address.addressPlace1,Storage Location Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
publicart_3-0-0 ns2:locations_publicart addressPlace2,publicart_3-0-0,location,ns2:locations_publicart,ext.address,ext.address.addressPlace2,Storage Location Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
